pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Mr. Sowerberry→Mr. Bumble,0.0695187165775401,-0.0454545454545455,0.1883116883116883,0.2272727272727273,0.2272727272727273,,0.0757575757575756,-0.0069930069930069,-0.1545454545454545
Mrs. Bedwin→Oliver Twist,,,,,0.0,,-0.0181818181818181,,
Mrs. Bolter→Noah Claypole,0.159090909090909,-0.0378787878787879,0.1607142857142857,,0.1858974358974359,,-0.0416666666666666,-0.2083333333333333,
Mrs. Corney→Monks,-0.1538461538461538,-0.1179487179487179,-0.0351170568561872,0.0897435897435897,-0.0040485829959514,-0.1076923076923077,-0.053113553113553,-0.1221719457013574,0.0
Mrs. Corney→Mr. Bumble,0.0789473684210526,0.0613636363636364,0.0045454545454546,0.0857142857142857,0.0113636363636363,,-0.0472222222222221,0.0,
Mrs. Mann→Mr. Bumble,-0.053921568627451,0.0,-0.125,-0.0416666666666666,0.0416666666666666,,-0.0416666666666666,-0.15,
Mrs. Maylie→Harry Maylie,,,,,,,0.0,-0.0923076923076923,
Nance→Bill Sikes,-0.0661268556005398,-0.0128205128205127,0.0695970695970695,0.0358974358974358,0.0133333333333334,-0.1794871794871795,-0.0198511166253102,0.0512820512820513,0.082051282051282
Nance→Fagin,-0.1166666666666667,-0.2083333333333333,-0.1029411764705882,-0.125,-0.0416666666666667,,-0.0098039215686275,-0.1166666666666667,0.0
Nance→Mr. Brownlow,-0.0952380952380952,0.0454545454545454,-0.0654761904761904,0.0384615384615384,-0.0238095238095237,0.1153846153846154,-0.025,0.0,
Nance→Rose Maylie,-0.0185185185185185,-0.0339366515837104,-0.0106951871657754,0.0365111561866126,-0.0020283975659229,-0.0196078431372549,-0.0183823529411765,-0.0415821501014198,0.0392156862745097
Noah Claypole→Fagin,0.0492359932088285,0.1497695852534561,0.1265884652981427,0.007168458781362,0.1381048387096773,,-0.063667232597623,-0.0276497695852534,0.1021505376344085
Noah Claypole→Mrs. Bolter,0.0204603580562659,-0.062111801242236,-0.0217391304347825,0.0802675585284281,-0.0496894409937888,,-0.0521739130434782,-0.0230179028132992,0.0158102766798419
Oliver Twist→Mr. Brownlow,,,,,,,-0.0164835164835164,,
Oliver Twist→Mrs. Bedwin,,,-0.0303030303030302,,,,0.0833333333333333,,
Rose Maylie→Harry Maylie,0.0,0.0,0.031578947368421,-0.05,-0.0166666666666667,-0.1272727272727273,0.0,0.0,
Rose Maylie→Nance,-0.0625,,-0.01875,-0.1370192307692307,-0.0328947368421053,-0.0482954545454545,-0.0142045454545454,0.0138888888888888,
The Artful Dodger→Charley Bates,,,,,-0.0058823529411765,,0.0784313725490195,0.2529411764705882,
