family,mean_conv,median_conv,n
impersonal_pronouns,0.039820360933390656,0.0,145
adverbs,0.022026478361896813,0.0,142
articles,0.015635309503790065,0.0,147
auxiliary_verbs,0.01341302864455605,0.0,173
negations,0.010123716546536368,0.0,106
conjunctions,0.006034260120197511,0.0,129
personal_pronouns,0.0031354217802509886,0.0,192
quantifiers,0.0020823205313397664,0.0,110
prepositions,0.00021464685541869611,0.0,166
