family,Adjacent,Nonadjacent,Randomized
adverbs,0.022026478361896813,-0.02346938775510204,-0.005468611506945481
articles,0.015635309503790065,0.012433862433862432,0.002620127899433663
auxiliary_verbs,0.01341302864455605,-0.014777021919879065,0.0252367702576219
conjunctions,0.006034260120197511,0.007256235827664394,0.005662603711719397
impersonal_pronouns,0.039820360933390656,-0.0029623477297895913,0.002900497807084708
negations,0.010123716546536368,-0.014130434782608692,-0.014424188492549967
personal_pronouns,0.0031354217802509886,-0.008440170940170933,0.0027376101433877324
prepositions,0.00021464685541869611,-0.0052827380952380895,0.00010270541132853457
quantifiers,0.0020823205313397664,-0.020436507936507933,-0.0086724385009398
