family,mean_p0,mean_p1,diff,ci_lo_p0,ci_hi_p0,ci_lo_p1,ci_hi_p1,n
impersonal_pronouns,0.576900871368758,0.6167212323021486,0.039820360933390586,0.5378681660728258,0.613732425020386,0.5729436372915522,0.6601625904482483,145
adverbs,0.5537244200350714,0.5757508983969681,0.02202647836189675,0.5163178356467767,0.5891142614574376,0.5333604119395744,0.6186180972024207,142
articles,0.4964904668855178,0.5121257763893079,0.015635309503790107,0.46204939459150757,0.5311873277637427,0.47000942321095374,0.5533986691157277,147
auxiliary_verbs,0.6661458888067429,0.6795589174512989,0.013413028644556069,0.6294662957619998,0.7016678096681528,0.6397384345393724,0.7193426991198159,173
negations,0.3421121969793689,0.3522359135259053,0.010123716546536377,0.304471323579036,0.3793693270487288,0.3025087144818995,0.40780511639258565,106
conjunctions,0.5116974272796935,0.5177316873998911,0.006034260120197588,0.4729992414397429,0.5488496403238186,0.47243115834813404,0.5601093500682764,129
personal_pronouns,0.7813182428340436,0.7844536646142944,0.0031354217802508355,0.7509611899305828,0.8104480049525545,0.7515458866670054,0.8152246253863172,192
quantifiers,0.37486349231410787,0.37694581284544765,0.0020823205313397763,0.341702941413469,0.4117862114021905,0.329738586590093,0.4236010947903636,110
prepositions,0.6445693936771638,0.6447840405325824,0.00021464685541860984,0.6087673470145828,0.6795412022259264,0.6041657690970436,0.6855050891037092,166
