family,mean_conv,median_conv,n
quantifiers,0.14472649278374916,0.09825383384203079,4
negations,0.10121612780473091,0.0833333333333333,17
impersonal_pronouns,0.035361798519762205,0.0,28
articles,0.007300438062483024,-0.0018387553041018,22
prepositions,0.0071495311554747275,0.0,32
auxiliary_verbs,0.003659691840293291,0.0,35
conjunctions,0.0034145944521103244,0.0,25
personal_pronouns,0.0008533130244523514,0.0,35
adverbs,-0.003920364749396345,0.0,29
