family,F,M
quantifiers,0.17007261744103844,0.0686881188118812
negations,0.0943798891167312,0.11374923206606373
impersonal_pronouns,0.013192497317704865,0.07526654068346542
articles,-0.037315814351488626,0.0853788797869334
prepositions,-0.01993001090728123,0.05884683872982701
conjunctions,-0.019495930466819463,0.044144416530207724
auxiliary_verbs,-0.004506656504612283,0.01931185950136231
personal_pronouns,0.00011794032101301359,0.002097789907195846
adverbs,-0.004289416006500188,-0.0033975421351659005
