family,Adjacent,Nonadjacent,Randomized
adverbs,-0.003920364749396345,0.02447691197691197,0.0009542764871298894
articles,0.007300438062483024,0.055952380952380976,0.02779943740017415
auxiliary_verbs,0.003659691840293291,0.0016540404040403997,-0.004461400777693731
conjunctions,0.0034145944521103244,0.01208256029684601,0.018806556984669463
impersonal_pronouns,0.035361798519762205,0.03789682539682537,0.012957451363043326
negations,0.10121612780473091,0.04816017316017314,0.08714330034434907
personal_pronouns,0.0008533130244523514,-0.009066859066859062,0.0019481713868124313
prepositions,0.0071495311554747275,0.010324019414928482,-0.0039757644093073065
quantifiers,0.14472649278374916,,0.0538003663003663
