family,mean,ci_lo,ci_hi,n
quantifiers,0.14472649278374916,0.05449057955246075,0.2737509770713913,4
negations,0.10121612780473091,0.05154013851536973,0.15645180917776635,17
impersonal_pronouns,0.035361798519762205,0.006992910105052025,0.073342942321711,28
articles,0.007300438062483022,-0.04609350652921097,0.06527127571127839,22
prepositions,0.007149531155474728,-0.0241307191639541,0.04255873383468054,32
auxiliary_verbs,0.003659691840293292,-0.007245987705760568,0.018007522365889594,35
conjunctions,0.003414594452110323,-0.0328139774787734,0.045707505186750305,25
personal_pronouns,0.0008533130244523515,-0.0010500247946068242,0.0032157830806483455,35
adverbs,-0.003920364749396347,-0.019619981509046834,0.009845001049734807,29
