a_category,b_category,mean_weight,count
intermediate,intermediate,0.02501277776161066,22
intermediate,major,0.010654369854741545,26
intermediate,minor,0.026566951566951557,5
major,intermediate,0.010946740254649916,25
major,major,0.024179169040244294,18
major,minor,-0.023983886483886482,12
minor,intermediate,0.0411706349206349,7
minor,major,0.006641604010025066,14
minor,minor,0.0,3
