family,mean_conv,median_conv,n
impersonal_pronouns,0.027650702282457897,0.0,64
articles,0.022892461199936556,0.0,65
conjunctions,0.018009114548811718,0.0,65
quantifiers,0.008713766058057511,0.0,65
personal_pronouns,0.002612593509259259,0.0,68
auxiliary_verbs,0.002190653198069922,0.0,69
prepositions,0.00127371530576984,0.0,69
adverbs,-0.0013890990298986723,0.0,65
negations,-0.0066923918695641895,0.0,59
