family,major,intermediate,minor
articles,0.02493920965575227,0.021771622759847002,0.0
impersonal_pronouns,-0.005045476111794203,0.04726840931900915,0.0
conjunctions,0.0013577229839098813,0.027756270586803036,0.0
personal_pronouns,0.0011877603328159705,0.0033897752418646887,0.0
auxiliary_verbs,-0.0031510418373800544,0.005154092608271498,0.0
prepositions,-0.00949541222976408,0.007176732945737655,0.0
quantifiers,-0.055699552584272755,0.0464191233121045,0.0
adverbs,-0.019881916078220253,0.00943596460814323,0.0
negations,-0.056801494510138315,0.023102209700506908,0.0
