family,mean_p0,mean_p1,diff,ci_lo_p0,ci_hi_p0,ci_lo_p1,ci_hi_p1,n
impersonal_pronouns,0.736113615954524,0.7637643182369818,0.027650702282457806,0.6940559815065215,0.7780454053127687,0.715784618836686,0.8119951673933904,64
articles,0.6975977797284656,0.7204902409284022,0.022892461199936598,0.6449244653745666,0.7494929018005255,0.6625669070095372,0.7781631920546976,65
conjunctions,0.7768762564128128,0.7948853709616245,0.01800911454881171,0.729709100927388,0.8193167066710619,0.7434559641787277,0.8429707836366622,65
quantifiers,0.6290793991839478,0.6377931652420054,0.008713766058057515,0.5796228937448066,0.675793357206192,0.582879398462372,0.6916952557854824,65
personal_pronouns,0.9556839851876617,0.9582965786969211,0.0026125935092593533,0.9387843437820459,0.9706001066479006,0.9405189943952289,0.9739861599694248,68
auxiliary_verbs,0.9568312738421436,0.9590219270402135,0.0021906531980698807,0.938615374711842,0.9720693705951857,0.9411878441947344,0.9745564950717245,69
prepositions,0.8779725959617264,0.8792463112674962,0.001273715305769807,0.8430649115839333,0.9105910052798639,0.8412595082337486,0.912893894151707,69
adverbs,0.8021549494799673,0.8007658504500685,-0.0013890990298988104,0.7554835331267458,0.8441901889512273,0.7524462398560399,0.8451134185615523,65
negations,0.6224087918725716,0.6157164000030074,-0.006692391869564163,0.57777382003879,0.6634176868784362,0.5580148508395939,0.6702256052014318,59
