family,mean,ci_lo,ci_hi,n
impersonal_pronouns,0.027650702282457893,0.004545085612664302,0.05261213640549147,64
articles,0.022892461199936556,0.0005497487411051005,0.04815198684843747,65
conjunctions,0.018009114548811718,6.326588477597453e-05,0.03840411939832248,65
quantifiers,0.008713766058057505,-0.020889689703991715,0.03988615502373536,65
personal_pronouns,0.0026125935092592588,-0.0017448118400812688,0.00886177789140244,68
auxiliary_verbs,0.002190653198069922,-0.0026929077848816567,0.010800067418761819,69
prepositions,0.0012737153057698397,-0.008714662295675779,0.014734937621446693,69
adverbs,-0.0013890990298986727,-0.01653892012034722,0.015221781224131713,65
negations,-0.006692391869564191,-0.03371794187844906,0.02079868726837508,59
