family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
impersonal_pronouns,-0.007706550136827844,0.007706550136827844,0.7636181909045477
articles,-0.036485262818490224,0.036485262818490224,0.1409295352323838
conjunctions,-0.003025105866099831,0.003025105866099831,0.8810594702648675
quantifiers,0.0028067594932783867,-0.0028067594932783867,0.9250374812593704
personal_pronouns,-0.0007565742885667832,0.0007565742885667832,0.8620689655172413
auxiliary_verbs,0.006585614842672552,-0.006585614842672552,0.6131934032983508
prepositions,-0.012616505147217105,0.012616505147217105,0.31434282858570717
adverbs,0.0041201034274521335,-0.0041201034274521335,0.8175912043978011
negations,-0.017998785118747244,0.017998785118747244,0.5552223888055972
