family,gender,mean_conv
adverbs,F,0.018932804377645295
adverbs,M,-0.07855425508094041
articles,F,0.0027262657795779615
articles,M,-0.02684553379546563
auxiliary_verbs,F,-0.01416030302949958
auxiliary_verbs,M,0.014706334465166787
conjunctions,F,0.037805445428814685
conjunctions,M,0.01005946138174419
impersonal_pronouns,F,0.01941267186362066
impersonal_pronouns,M,-0.010166666165511047
negations,F,0.019999627796453777
negations,M,-0.07652156136358472
personal_pronouns,F,-0.0006110019379353558
personal_pronouns,M,-0.018640547577645817
prepositions,F,0.02648983677870333
prepositions,M,0.007137024668187887
quantifiers,F,-0.017353598366965376
quantifiers,M,0.0016301914024251518
