a_category,b_category,mean_weight,count
intermediate,major,-0.033931623931623946,5
intermediate,none,-0.09999999999999998,1
major,intermediate,0.010962980048437312,5
major,major,-0.002901666728049512,11
major,minor,-0.08333333333333336,1
major,none,-0.07032967032967036,1
none,intermediate,0.04166666666666666,2
none,major,-0.0057557144603349155,3
