family,importance,mean_conv
adverbs,intermediate,0.02999999999999998
adverbs,major,-0.08082903573035152
adverbs,minor,-0.16666666666666669
articles,intermediate,0.07500000000000001
articles,major,0.0070067021615009255
articles,minor,-0.08333333333333337
auxiliary_verbs,intermediate,0.06999999999999998
auxiliary_verbs,major,-0.012267244729650755
auxiliary_verbs,minor,-0.08333333333333337
conjunctions,intermediate,-0.21666666666666667
conjunctions,major,0.005453324338773258
impersonal_pronouns,intermediate,-0.03333333333333335
impersonal_pronouns,major,0.05757706231390442
negations,major,0.09298361644852875
personal_pronouns,intermediate,0.08
personal_pronouns,major,-0.005463056098067548
personal_pronouns,minor,0.0
prepositions,intermediate,0.061111111111111095
prepositions,major,-0.0028722413673071615
quantifiers,intermediate,0.04583333333333331
quantifiers,major,0.011644515328725857
