a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Adela Quested,Cyril Fielding,9,9,53,-0.05445326278659614,-0.025157232704402534,F,major,M,major
Adela Quested,Dr. Aziz,4,3,8,2.7755575615628914e-17,2.7755575615628914e-17,F,major,M,major
Adela Quested,Hamidullah,2,3,4,-0.16666666666666663,-0.16666666666666663,F,major,M,intermediate
Adela Quested,Mr. Das,2,2,4,0.0,0.0,F,major,M,intermediate
Adela Quested,Mr. Mcbryde,1,2,2,0.0,0.0,F,major,M,intermediate
Adela Quested,Mrs. Moore,8,14,51,0.05282738095238095,0.06722689075630252,F,major,F,major
Adela Quested,Mrs. Turton,7,5,25,0.040476190476190464,0.01599999999999999,F,major,F,intermediate
Adela Quested,Professor Godbole,4,3,9,0.041666666666666685,0.037037037037037056,F,major,M,intermediate
Adela Quested,Ronny Heaslop,9,11,54,0.007190957190957186,0.003367003367003364,F,major,M,major
Adela Quested,The Nawab Badahur,2,2,4,0.0,0.0,F,major,M,intermediate
Cyril Fielding,Adela Quested,6,3,15,0.16666666666666666,0.13333333333333333,M,major,F,major
Cyril Fielding,Dr. Aziz,7,6,23,0.23333333333333334,0.2101449275362319,M,major,M,major
Cyril Fielding,Hamidullah,5,4,13,-0.15,-0.11538461538461539,M,major,M,intermediate
Cyril Fielding,Mr. Turton,6,2,12,0.0,0.0,M,major,M,intermediate
Cyril Fielding,Mrs. Moore,5,5,15,0.006666666666666643,-0.01333333333333336,M,major,F,major
Dr. Aziz,Adela Quested,9,6,33,0.05,0.06565656565656566,M,major,F,major
Dr. Aziz,Cyril Fielding,9,8,42,0.09629629629629627,0.09523809523809523,M,major,M,major
Dr. Aziz,Hamidullah,4,3,11,-0.04166666666666666,-0.030303030303030297,M,major,M,intermediate
Dr. Aziz,Mahmoud Ali,7,5,20,-0.02142857142857144,-0.010000000000000009,M,major,M,intermediate
Dr. Aziz,Mr. Haq,2,2,4,0.0,0.0,M,major,M,minor
Dr. Aziz,Mrs. Moore,9,9,51,-0.0029982363315696602,5.442269728554689e-18,M,major,F,major
Dr. Aziz,Professor Godbole,4,3,9,-0.08333333333333331,-0.07407407407407406,M,major,M,intermediate
Dr. Aziz,The Nawab Badahur,1,2,2,0.0,0.0,M,major,M,intermediate
