family,importance,mean_conv
adverbs,intermediate,0.04444444444444443
adverbs,major,0.1009160482374768
adverbs,minor,0.0
articles,major,-0.06069324194324196
auxiliary_verbs,intermediate,-0.04444444444444445
auxiliary_verbs,major,0.0836686189627366
conjunctions,intermediate,-0.022222222222222237
conjunctions,major,0.00859140859140859
impersonal_pronouns,intermediate,0.04999999999999999
impersonal_pronouns,major,0.012673160173160152
negations,major,0.12581469456469455
personal_pronouns,intermediate,0.007142857142857141
personal_pronouns,major,0.007510622093955431
prepositions,intermediate,-0.05000000000000003
prepositions,major,0.03315055315055315
quantifiers,major,0.028001443001442992
