family,gender,mean_conv
adverbs,F,0.07575195206774153
adverbs,M,-0.01062418726585938
articles,F,-0.001414067687991135
articles,M,-0.0213797977875299
auxiliary_verbs,F,0.04104196278765244
auxiliary_verbs,M,0.018400152264554395
conjunctions,F,0.013311389393017702
conjunctions,M,-0.01696678233427869
impersonal_pronouns,F,-0.005210872496191072
impersonal_pronouns,M,0.010230170211779858
negations,F,-0.04274699264172948
negations,M,-0.0029069804281359303
personal_pronouns,F,-0.007434215428763161
personal_pronouns,M,-0.0035450252890565537
prepositions,F,-0.027075313612423123
prepositions,M,-0.009479072894331668
quantifiers,F,0.03248561862596949
quantifiers,M,0.025600924887003457
