family,gender,mean_conv
adverbs,F,0.001621477937267395
adverbs,M,-0.009143518518518523
articles,F,0.01542469344193484
articles,M,-0.032876984126984116
auxiliary_verbs,F,0.01833333333333333
auxiliary_verbs,M,0.005803571428571426
conjunctions,F,0.05574381528996133
conjunctions,M,0.05530753968253969
impersonal_pronouns,F,0.028935043714455464
impersonal_pronouns,M,0.02058531746031746
negations,F,-0.0029239480326436963
negations,M,0.005753968253968249
personal_pronouns,F,0.003070175438596492
personal_pronouns,M,0.021643518518518517
prepositions,F,0.0051491712562492815
prepositions,M,0.031092171717171713
quantifiers,F,0.02838314524169785
quantifiers,M,0.004980158730158735
