family,gender,mean_conv
adverbs,F,-0.047619047619047616
adverbs,M,-0.012500000000000011
articles,F,-0.05
articles,M,0.0
auxiliary_verbs,F,0.0
auxiliary_verbs,M,0.0
conjunctions,F,0.0
conjunctions,M,0.041666666666666664
impersonal_pronouns,F,-0.06666666666666665
impersonal_pronouns,M,-0.016666666666666663
negations,F,-0.06944444444444443
negations,M,0.03888888888888888
personal_pronouns,F,0.0
personal_pronouns,M,0.0
prepositions,F,-0.041666666666666664
prepositions,M,0.0
quantifiers,F,0.0
quantifiers,M,0.023333333333333317
