a_speaker,b_speaker,w_ab,w_ba
Caroline Abbott,Harriet,0.0,-0.0111111111111111
Caroline Abbott,Mr. Herriton,0.0230509322988361,0.0084894101172763
Caroline Abbott,Mrs. Herriton,0.0,0.0694444444444444
Caroline Abbott,Signor Carella,-0.0083011583011583,0.0204309656823623
Harriet,Caroline Abbott,-0.0111111111111111,0.0
Harriet,Mr. Herriton,0.0219944267515923,0.0379292403746097
Harriet,Mrs. Herriton,0.0401069518716577,-0.0432900432900432
Lilia,Mr. Herriton,0.0387323943661971,-0.0476923076923077
Lilia,Signor Carella,-0.0037037037037037,-0.0763888888888889
Mr. Herriton,Caroline Abbott,0.0084894101172763,0.0230509322988361
Mr. Herriton,Harriet,0.0379292403746097,0.0219944267515923
Mr. Herriton,Lilia,-0.0476923076923077,0.0387323943661971
Mr. Herriton,Mrs. Herriton,0.0144362075692548,-0.0070869765301426
Mr. Herriton,Signor Carella,-0.0218181818181818,0.0234192037470725
Mrs. Herriton,Caroline Abbott,0.0694444444444444,0.0
Mrs. Herriton,Harriet,-0.0432900432900432,0.0401069518716577
Mrs. Herriton,Mr. Herriton,-0.0070869765301426,0.0144362075692548
Signor Carella,Caroline Abbott,0.0204309656823623,-0.0083011583011583
Signor Carella,Lilia,-0.0763888888888889,-0.0037037037037037
Signor Carella,Mr. Herriton,0.0234192037470725,-0.0218181818181818
Signor Carella,Spiridione,0.0980392156862745,0.0353063343717549
Spiridione,Signor Carella,0.0353063343717549,0.0980392156862745
