family,gender,mean_conv
adverbs,F,-0.012466501752216039
adverbs,M,0.023809523809523805
articles,F,-0.07203884078884078
articles,M,-0.01954365079365078
auxiliary_verbs,F,-0.002684407096171799
auxiliary_verbs,M,0.0
conjunctions,F,-0.02033601319315605
conjunctions,M,0.004834054834054827
impersonal_pronouns,F,-0.01822621822621823
impersonal_pronouns,M,0.04518849206349204
negations,F,0.007424898333989258
negations,M,5.668934240362792e-05
personal_pronouns,F,-0.0023809523809523846
personal_pronouns,M,-0.008838383838383838
prepositions,F,-0.006741522366522368
prepositions,M,0.005436507936507929
quantifiers,F,0.0008264462809917459
quantifiers,M,0.00540674603174604
