family,gender,mean_conv
adverbs,F,0.01378801062624593
adverbs,M,0.01141991482743818
articles,F,0.018112515986193387
articles,M,-0.0022833119649762887
auxiliary_verbs,F,0.0002577672523935765
auxiliary_verbs,M,-0.004696561954626486
conjunctions,F,0.008517475831431453
conjunctions,M,0.005864502590909121
impersonal_pronouns,F,0.00956987518898555
impersonal_pronouns,M,0.014616062543694124
negations,F,0.002319615512245776
negations,M,0.0021809131601641663
personal_pronouns,F,0.002286492647617428
personal_pronouns,M,0.0001160487333053692
prepositions,F,0.004624205768161261
prepositions,M,-0.01852933798466714
quantifiers,F,0.0121732647141971
quantifiers,M,-0.021157526028069317
