a_category,b_category,mean_weight,count
intermediate,intermediate,-0.01680183971799076,11
intermediate,major,-0.017133631811951922,25
intermediate,minor,0.00856150793650794,8
major,intermediate,0.0020437221893627048,25
major,major,-0.00808853505127775,47
major,minor,-0.004690545808966873,12
minor,intermediate,-0.005387243928910597,9
minor,major,-0.0029450347632165837,11
minor,minor,-0.004761904761904763,4
