family,mean_conv,median_conv,n
impersonal_pronouns,0.07157298659741552,0.0757575757575756,23
quantifiers,0.045998464852531826,0.07921245421245421,22
adverbs,0.039525732936827915,0.0167581716036772,26
articles,0.02880225946281673,0.0074074074074074,25
negations,0.026357656420309176,0.016,19
personal_pronouns,0.01387966362493633,0.0,29
prepositions,0.004306721449817631,0.0,28
conjunctions,-0.0011051541914981835,-0.0063384376817212,26
auxiliary_verbs,-0.00849676873681001,0.0,30
