a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Jane Fairfax,Mr. Frank Churchill,6.0,3.0,13.0,0.2222222222222222,0.2051282051282051,F,intermediate,M,major
Mr. Elton,Mrs. Elton,7.0,4.0,24.0,0.1309523809523809,0.09375,M,intermediate,F,intermediate
Mr. John Knightley,Mr. Knightley,8.0,5.0,33.0,0.0958333333333333,0.0848484848484848,M,intermediate,M,major
Mrs. Weston,Mr. Elton,6.0,4.0,18.0,0.0694444444444444,0.0694444444444444,F,intermediate,M,intermediate
Miss Bates,Mr. Knightley,8.0,14.0,88.0,0.0971285658785659,0.0560064935064935,F,intermediate,M,major
Mr. Knightley,Miss Bates,7.0,10.0,44.0,0.0565759637188208,0.0454545454545454,M,major,F,intermediate
Mr. Frank Churchill,Mr. Weston,7.0,7.0,40.0,0.0377551020408163,0.0357142857142857,M,major,M,intermediate
Mr. Elton,Emma,8.0,19.0,115.0,0.0370879394728079,0.0347826086956521,M,intermediate,F,major
Mr. John Knightley,Emma,8.0,13.0,85.0,0.0322333916083916,0.0307692307692307,M,intermediate,F,major
Mr. Weston,Emma,7.0,13.0,73.0,0.0361416361416361,0.0305584826132771,M,intermediate,F,major
Emma,Mr. Weston,8.0,12.0,63.0,0.0390873015873015,0.0264550264550264,F,major,M,intermediate
Miss Bates,Jane Fairfax,5.0,5.0,23.0,0.0399999999999999,0.0260869565217391,F,intermediate,F,intermediate
Emma,Mr. Knightley,8.0,110.0,656.0,0.0300093721685512,0.0239467849223946,F,major,M,major
Emma,Mr. Elton,8.0,16.0,116.0,0.0257383241758241,0.0237068965517241,F,major,M,intermediate
Jane Fairfax,Mr. John Knightley,8.0,7.0,47.0,0.0318452380952381,0.0212765957446808,F,intermediate,M,intermediate
Emma,Mrs. Elton,8.0,14.0,96.0,0.0260989010989011,0.0193452380952381,F,major,F,intermediate
Mr. Elton,Mr. John Knightley,7.0,4.0,27.0,0.0238095238095238,0.0185185185185185,M,intermediate,M,intermediate
Mr. Weston,Mr. Frank Churchill,7.0,9.0,48.0,0.0127551020408163,0.0185185185185185,M,intermediate,M,major
Emma,Mr. Frank Churchill,9.0,74.0,439.0,0.0529814848975956,0.0184079295696607,F,major,M,major
Miss Bates,Emma,8.0,22.0,150.0,0.0185309390901496,0.0172727272727272,F,intermediate,F,major
