family,mean_conv,median_conv,n
quantifiers,0.19642569142569136,0.20416666666666666,6
negations,0.037901979440323065,0.0,41
articles,0.03383309067494854,0.0,57
impersonal_pronouns,0.024946028377760714,0.0,62
adverbs,0.00608247676090869,0.0,61
conjunctions,0.003925993193080597,0.0,56
auxiliary_verbs,0.0018598994240316927,0.0,68
personal_pronouns,0.0011930723700717646,0.0,68
prepositions,-0.005276690379061117,0.0,65
