family,mean,ci_lo,ci_hi,n
quantifiers,0.19642569142569136,0.06375626194376191,0.32910541879291855,6
negations,0.03790197944032306,-0.003399288829332853,0.08148079914321875,41
articles,0.03383309067494854,0.009962817856841761,0.058213223936184375,57
impersonal_pronouns,0.024946028377760707,0.0075105691372284265,0.04447673550950029,62
adverbs,0.00608247676090869,-0.007415511872101058,0.02045032847036865,61
conjunctions,0.003925993193080598,-0.012998902143763782,0.02347597764860094,56
auxiliary_verbs,0.0018598994240316927,-0.004054555853550129,0.011509629733847058,68
personal_pronouns,0.0011930723700717646,-0.001253522426105695,0.004766181557052858,68
prepositions,-0.005276690379061119,-0.018877166598932748,0.010753696883995998,65
