family,F,M
quantifiers,0.15471736596736593,0.2798423423423423
negations,0.029275458099828823,0.04892475670873237
articles,0.019164438981043145,0.04902562278649341
impersonal_pronouns,0.003720438237371228,0.047586657860842825
adverbs,0.010125249782734725,0.0013177799851851499
conjunctions,0.0010681370454527228,0.007223519517266603
auxiliary_verbs,0.007544588319321806,-0.004535375583169684
personal_pronouns,0.003005970709703955,-0.00084643826201445
prepositions,-0.017918873061745118,0.00858892933743101
