family,gender,mean_conv
adverbs,F,-0.030008026893242754
adverbs,M,0.005172886111783151
articles,F,0.033034047163059924
articles,M,-0.003641368369963412
auxiliary_verbs,F,0.009822167035550505
auxiliary_verbs,M,0.019352259636334135
conjunctions,F,0.0024551202544250313
conjunctions,M,0.005823612758770579
impersonal_pronouns,F,-0.0043893977688744925
impersonal_pronouns,M,-0.0037936229992393453
negations,F,-0.028080874458395497
negations,M,-0.0008034662275032211
personal_pronouns,F,-0.01398049195166952
personal_pronouns,M,0.007095433081162291
prepositions,F,0.00221071894612083
prepositions,M,-0.004148675310830495
quantifiers,F,0.00803136456666484
quantifiers,M,-0.0024336584723307297
