a_category,b_category,mean_weight,count
intermediate,intermediate,0.00329369569538846,15
intermediate,major,0.0032996721614779096,50
intermediate,minor,0.0062058951344665615,14
major,intermediate,0.010172287270248066,46
major,major,0.009083979104166542,95
major,minor,0.003381493506493507,25
minor,intermediate,0.006215546201600969,10
minor,major,0.03173806557427247,29
minor,minor,0.014194139194139194,10
