a_category,b_category,mean_weight,count
intermediate,intermediate,-1.734723475976807e-18,2
intermediate,major,-0.006124229672324047,10
intermediate,minor,-0.03333333333333333,3
major,intermediate,0.00047113289760348685,10
major,major,-0.016105913213762396,30
minor,intermediate,0.013888888888888881,3
minor,major,0.0,2
minor,minor,-0.0576923076923077,1
