family,gender,mean_conv
adverbs,F,0.01779005312346907
adverbs,M,0.004598051145135732
articles,F,0.017887043591269046
articles,M,-0.011496430579191945
auxiliary_verbs,F,-0.0024918678424563512
auxiliary_verbs,M,0.006122724260273082
conjunctions,F,0.03312825666406275
conjunctions,M,-0.000501877503621821
impersonal_pronouns,F,-0.009792681138262063
impersonal_pronouns,M,0.01202468405239463
negations,F,-0.017041825350024218
negations,M,-0.00035294062055234523
personal_pronouns,F,-0.00273360313099489
personal_pronouns,M,0.006967635488680168
prepositions,F,0.005773336644681352
prepositions,M,-0.009885880096643948
quantifiers,F,0.03591538464275282
quantifiers,M,-0.011302620761685889
