family,gender,mean_conv
adverbs,F,-0.031462585034013606
adverbs,M,-0.018657298985167835
articles,F,-0.02913165266106442
articles,M,-0.00802154195011338
auxiliary_verbs,F,-0.016167434715821813
auxiliary_verbs,M,-0.019249084249084246
conjunctions,F,-0.012811791383219953
conjunctions,M,-0.0012760659819483348
impersonal_pronouns,F,0.03509070294784581
impersonal_pronouns,M,-0.01226984126984127
negations,F,-0.04274891774891775
negations,M,0.0014219576719576691
personal_pronouns,F,-0.01428571428571429
personal_pronouns,M,0.0011904761904761936
prepositions,F,-0.043750000000000004
prepositions,M,0.013200886415172133
quantifiers,F,0.05357142857142856
quantifiers,M,-0.03384353741496598
