family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
impersonal_pronouns,-0.02435470540478129,0.02435470540478129,0.2748625687156422
adverbs,0.0073482127617242946,-0.0073482127617242946,0.7421289355322339
articles,0.008854768640535153,-0.008854768640535153,0.6986506746626686
auxiliary_verbs,0.012296091382898491,-0.012296091382898491,0.42778610694652675
negations,-0.005051982583612596,0.005051982583612596,0.8755622188905547
personal_pronouns,0.01638759314243755,-0.01638759314243755,0.13343328335832083
prepositions,0.016169269074054457,-0.016169269074054457,0.3403298350824588
conjunctions,-0.021967461045563345,0.021967461045563345,0.32083958020989506
quantifiers,-0.011376156184791476,0.011376156184791476,0.697151424287856
