family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
impersonal_pronouns,-0.026528517124990807,0.026528517124990807,0.2273863068465767
adverbs,-0.0183664944825357,0.0183664944825357,0.38980509745127434
negations,-0.001374885139708036,0.001374885139708036,0.95952023988006
auxiliary_verbs,-0.017929381952802678,0.017929381952802678,0.255872063968016
conjunctions,-0.0005010688281292782,0.0005010688281292782,0.9855072463768116
articles,-0.03207489979209901,0.03207489979209901,0.1679160419790105
prepositions,-0.012875358695699252,0.012875358695699252,0.4432783608195902
personal_pronouns,-0.0270822336497726,0.0270822336497726,0.014992503748125937
quantifiers,-0.0003868443588233672,0.0003868443588233672,0.9910044977511244
