a_category,major,intermediate,minor
major,0.009083979104166537,0.010172287270248062,0.003381493506493507
intermediate,0.0032996721614779096,0.0032936956953884535,0.006205895134466564
minor,0.03173806557427246,0.0062155462016009605,0.014194139194139189
