a_gender,b_gender,mean_weight,count
F,F,0.006291547958214634,3
F,M,0.013530316781544373,7
F,,0.054572110024546185,5
M,F,0.006782434554214499,7
M,M,0.033388243874198316,14
M,,0.032224193014415765,9
,F,0.08061559418024285,5
,M,0.012319137222067122,9
,,0.027395530308986553,2
