family,importance,mean_conv
adverbs,intermediate,-0.008432539682539694
adverbs,major,-0.01675213675213677
adverbs,minor,0.0
articles,intermediate,-0.019552669552669558
articles,major,-0.08874597624597624
auxiliary_verbs,intermediate,-0.008333333333333338
auxiliary_verbs,major,-0.0009861932938855982
auxiliary_verbs,minor,0.0
conjunctions,intermediate,-0.01540404040404042
conjunctions,major,-0.015276390276390283
impersonal_pronouns,intermediate,0.02463924963924963
impersonal_pronouns,major,-0.023108835608835608
impersonal_pronouns,minor,0.0
negations,intermediate,-0.008333333333333335
negations,major,-0.006599650349650356
negations,minor,0.0
personal_pronouns,intermediate,0.007777777777777772
personal_pronouns,major,-0.0004930966469428075
personal_pronouns,minor,0.0
prepositions,intermediate,-0.029999999999999992
prepositions,major,-0.00016195925286833677
quantifiers,intermediate,0.00679563492063491
quantifiers,major,-0.025483682983682997
