a_category,b_category,mean_weight,count
intermediate,intermediate,-0.0003727155468449007,9
intermediate,major,-0.0004172450147556585,20
intermediate,minor,0.021794871794871794,5
major,intermediate,-0.002394395339589125,20
major,major,-0.003058614850260396,4
major,minor,0.01080246913580247,6
minor,intermediate,0.0025000000000000014,4
minor,major,-0.03100803041592515,6
minor,minor,-0.0125,2
