family,gender,mean_conv
adverbs,F,0.005548564301569481
adverbs,M,0.002931729907450936
articles,F,0.023644878443135137
articles,M,0.022449229232104375
auxiliary_verbs,F,0.0013891702488016153
auxiliary_verbs,M,-0.0012229293693824554
conjunctions,F,-0.004349929263666992
conjunctions,M,0.004599791761271303
impersonal_pronouns,F,0.013444291722701677
impersonal_pronouns,M,0.0061151535710606345
negations,F,0.01565056499124941
negations,M,0.032065137188976196
personal_pronouns,F,0.0016763362820035779
personal_pronouns,M,-0.004759075472831699
prepositions,F,0.0008587174016324044
prepositions,M,0.006682406483103082
quantifiers,F,-0.01865951500167419
quantifiers,M,-0.006262064462198871
