a_speaker,b_speaker,family,n_pairs,n_triggers,n_b_positives_given_trigger,p1,p0,conv,a_gender,a_category,b_gender,b_category
Charlotte Lucas,Elizabeth,adverbs,4,3,3,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Elizabeth,articles,4,2,2,1.0,0.75,0.25,F,intermediate,F,major
Charlotte Lucas,Elizabeth,auxiliary_verbs,4,4,4,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Elizabeth,conjunctions,4,2,1,0.5,0.75,-0.25,F,intermediate,F,major
Charlotte Lucas,Elizabeth,negations,4,2,1,0.5,0.5,0.0,F,intermediate,F,major
Charlotte Lucas,Elizabeth,personal_pronouns,4,3,3,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Elizabeth,prepositions,4,2,2,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Elizabeth,quantifiers,4,2,1,0.5,0.5,0.0,F,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,adverbs,2,2,2,1.0,1.0,0.0,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,auxiliary_verbs,2,2,2,1.0,1.0,0.0,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,conjunctions,2,2,2,1.0,1.0,0.0,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,negations,2,2,2,1.0,1.0,0.0,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,personal_pronouns,2,2,2,1.0,1.0,0.0,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,prepositions,2,2,2,1.0,1.0,0.0,M,intermediate,F,major
Colonel Fitzwilliam,Mr. Darcy,auxiliary_verbs,2,2,2,1.0,1.0,0.0,M,intermediate,M,major
Colonel Fitzwilliam,Mr. Darcy,personal_pronouns,2,2,2,1.0,1.0,0.0,M,intermediate,M,major
Colonel Fitzwilliam,Mr. Darcy,prepositions,2,2,1,0.5,0.5,0.0,M,intermediate,M,major
Elizabeth,Colonel Fitzwilliam,adverbs,2,2,1,0.5,0.5,0.0,F,major,M,intermediate
Elizabeth,Colonel Fitzwilliam,auxiliary_verbs,2,2,2,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Colonel Fitzwilliam,impersonal_pronouns,2,2,1,0.5,0.5,0.0,F,major,M,intermediate
Elizabeth,Colonel Fitzwilliam,negations,2,2,0,0.0,0.0,0.0,F,major,M,intermediate
Elizabeth,Colonel Fitzwilliam,personal_pronouns,2,2,2,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Colonel Fitzwilliam,prepositions,2,2,2,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Colonel Fitzwilliam,quantifiers,2,2,0,0.0,0.0,0.0,F,major,M,intermediate
Elizabeth,Jane,adverbs,7,4,3,0.75,0.7142857142857143,0.0357142857142857,F,major,F,intermediate
Elizabeth,Jane,articles,7,5,3,0.6,0.5714285714285714,0.02857142857142858,F,major,F,intermediate
Elizabeth,Jane,auxiliary_verbs,7,6,6,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Jane,conjunctions,7,5,2,0.4,0.5714285714285714,-0.17142857142857137,F,major,F,intermediate
Elizabeth,Jane,impersonal_pronouns,7,3,2,0.6666666666666666,0.7142857142857143,-0.04761904761904767,F,major,F,intermediate
Elizabeth,Jane,negations,7,2,1,0.5,0.5714285714285714,-0.0714285714285714,F,major,F,intermediate
Elizabeth,Jane,personal_pronouns,7,3,3,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Jane,prepositions,7,4,4,1.0,0.8571428571428571,0.1428571428571429,F,major,F,intermediate
Elizabeth,Jane,quantifiers,7,2,2,1.0,0.5714285714285714,0.4285714285714286,F,major,F,intermediate
Elizabeth,Lydia,adverbs,2,2,2,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Lydia,articles,2,2,1,0.5,0.5,0.0,F,major,F,intermediate
Elizabeth,Lydia,auxiliary_verbs,2,2,2,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Lydia,conjunctions,2,2,2,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Lydia,personal_pronouns,2,2,2,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Lydia,prepositions,2,2,2,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Lydia,quantifiers,2,2,1,0.5,0.5,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,adverbs,6,2,2,1.0,0.6666666666666666,0.33333333333333337,F,major,F,intermediate
Elizabeth,Miss Bingley,articles,6,4,4,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,auxiliary_verbs,6,5,5,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,conjunctions,6,6,5,0.8333333333333334,0.8333333333333334,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,impersonal_pronouns,6,2,2,1.0,0.8333333333333334,0.16666666666666663,F,major,F,intermediate
Elizabeth,Miss Bingley,negations,6,3,2,0.6666666666666666,0.6666666666666666,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,personal_pronouns,6,5,5,1.0,1.0,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,prepositions,6,6,5,0.8333333333333334,0.8333333333333334,0.0,F,major,F,intermediate
Elizabeth,Miss Bingley,quantifiers,6,4,3,0.75,0.6666666666666666,0.08333333333333337,F,major,F,intermediate
Elizabeth,Mr. Bennet,articles,4,2,0,0.0,0.5,-0.5,F,major,M,intermediate
Elizabeth,Mr. Bennet,auxiliary_verbs,4,3,3,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Mr. Bennet,conjunctions,4,3,3,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Mr. Bennet,personal_pronouns,4,3,3,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Mr. Bennet,prepositions,4,4,3,0.75,0.75,0.0,F,major,M,intermediate
Elizabeth,Mr. Bennet,quantifiers,4,3,3,1.0,0.75,0.25,F,major,M,intermediate
Elizabeth,Mr. Bingley,adverbs,4,3,1,0.3333333333333333,0.25,0.08333333333333331,F,major,M,intermediate
Elizabeth,Mr. Bingley,articles,4,3,2,0.6666666666666666,0.75,-0.08333333333333337,F,major,M,intermediate
Elizabeth,Mr. Bingley,auxiliary_verbs,4,4,4,1.0,1.0,0.0,F,major,M,intermediate
Elizabeth,Mr. Bingley,conjunctions,4,3,2,0.6666666666666666,0.75,-0.08333333333333337,F,major,M,intermediate
