family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
articles,0.0033884325194075623,-0.0033884325194075623,0.9215392303848076
impersonal_pronouns,-0.05120460456397827,0.05120460456397827,0.15442278860569716
quantifiers,0.09192598025737696,-0.09192598025737696,0.06146926536731634
adverbs,-0.01291271958557068,0.01291271958557068,0.783608195902049
auxiliary_verbs,-0.030426068453141074,0.030426068453141074,0.07946026986506746
personal_pronouns,-0.00028961787743172346,0.00028961787743172346,0.993503248375812
conjunctions,0.013692437432130231,-0.013692437432130231,0.719640179910045
negations,0.022521723143506103,-0.022521723143506103,0.6221889055472264
prepositions,-0.006496237056328822,0.006496237056328822,0.8405797101449275
