family,mean_conv,median_conv,n
articles,0.053018464135603446,0.0,67
quantifiers,0.04487189146513605,0.0056370600563706,54
impersonal_pronouns,0.03155891060803904,0.0,74
auxiliary_verbs,0.02685730839506465,0.0,76
conjunctions,0.020564509060425652,0.01126083972799295,60
personal_pronouns,0.018210343051769738,0.0,87
adverbs,0.01294741399444109,0.0,64
negations,0.002250881394364243,0.0,46
prepositions,0.0011370552803780997,0.0,74
