family,major,intermediate,minor
articles,0.03290195038665019,0.06498748673258477,0.09047619047619046
impersonal_pronouns,0.026967527014208077,0.07844689390907875,0.03703703703703703
auxiliary_verbs,0.018881734691723443,0.045308483701675104,0.04333333333333333
conjunctions,0.03045202816930575,0.06395596831034417,0.0023809523809523885
quantifiers,0.07182055214986743,0.05025351130726382,-0.04333333333333334
personal_pronouns,0.021911840074667066,0.00060291398010695,0.03344017094017095
negations,-0.034026310417162,0.04170115669599672,0.03333333333333333
adverbs,0.008285321505607885,0.017406514345898152,-0.005952380952380927
prepositions,0.01760757897157481,-0.04392544184892703,0.015
