family,diff_F_minus_M,diff_M_minus_F,perm_p_two_sided
quantifiers,-0.07291129181827802,0.07291129181827802,0.15992003998001
articles,-0.003980305560324138,0.003980305560324138,0.9370314842578711
impersonal_pronouns,-0.00970651932002168,0.00970651932002168,0.7746126936531734
conjunctions,0.003205846283739877,-0.003205846283739877,0.9300349825087456
auxiliary_verbs,0.0019772052258453486,-0.0019772052258453486,0.9230384807596201
personal_pronouns,-0.02003305555064347,0.02003305555064347,0.37831084457771114
adverbs,-0.03672492962899957,0.03672492962899957,0.35282358820589704
prepositions,0.0017437369275923225,-0.0017437369275923225,0.9430284857571214
negations,0.05019523071508269,-0.05019523071508269,0.271864067966017
