a_category,b_category,mean_weight,count
intermediate,intermediate,-1.2805887587525302e-18,4
intermediate,major,0.005472300137922034,20
intermediate,minor,0.0,2
major,intermediate,-0.0028851531485994714,20
major,major,0.043402904772303325,4
major,minor,-0.001814516129032274,4
minor,intermediate,0.0,2
minor,major,0.00774774774774774,5
minor,minor,-0.025,2
