family,F,M
impersonal_pronouns,0.024828874748540376,0.02484339163394875
negations,0.02520185423397077,0.00771437592387394
conjunctions,0.02478993124421528,-0.000715135328232605
auxiliary_verbs,0.011877443198477541,0.004751315437575478
articles,-0.012654869650494727,0.021422423540773654
prepositions,0.002945101032509247,0.00564669187752379
personal_pronouns,-0.005793876149393713,0.013109140368518719
adverbs,-0.0028553931478670475,0.007665794450283008
quantifiers,-0.021137792026815122,-0.007763104632532191
