family,major,intermediate,minor
auxiliary_verbs,0.014798604271257022,-0.026495893847867526,0.15
prepositions,0.0015699252754817273,0.009896893230226581,0.0999999999999999
conjunctions,0.0065965798519428505,0.0183760683760684,0.0666666666666666
impersonal_pronouns,0.030958262250072283,-0.005145163478496791,0.0333333333333333
articles,-0.0013221508064516858,0.04993887285553952,0.0
negations,0.011142168059173289,0.03425925925925925,0.0
personal_pronouns,0.005335656256198172,0.007064000814000812,0.0
quantifiers,-0.015051443155777916,-0.0030717225161669293,0.0
adverbs,-0.003078142489655844,0.04792768959435626,-0.075
