family,mean_conv,median_conv,n
impersonal_pronouns,0.024836962727553615,0.0,70
negations,0.015345275550098013,0.0,55
conjunctions,0.009557738707892238,0.0,72
articles,0.007998035313910353,0.0,66
auxiliary_verbs,0.007791796615560358,0.0,75
personal_pronouns,0.005547933761353747,0.0,80
prepositions,0.004587960330153226,0.0,74
adverbs,0.0035165937073505923,0.0,71
quantifiers,-0.013159908317944601,0.0,57
