pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Bitzer→Mrs. Sparsit,0.0288461538461538,-0.082995951417004,-0.0138461538461538,-0.0692307692307692,0.0435897435897436,,-0.0020242914979757,0.0,-0.141025641025641
Cecilia Jupe→Louisa Bounderby,-0.0404761904761904,-0.0246753246753246,0.0017857142857142,-0.0619047619047619,-0.0527472527472526,0.0357142857142857,-0.0160714285714286,0.001058201058201,0.0
Cecilia Jupe→Mr. James Harthouse,,,0.1443850267379679,,,,-0.0252100840336134,-0.0490196078431371,
Cecilia Jupe→Rachel Gradgrind,,-0.0666666666666666,-0.05,,,,-0.05,,
Cecilia Jupe→Thomas Gradgrind,0.1136363636363636,,-0.0064935064935065,-0.0568181818181817,,,-0.0101010101010101,0.003030303030303,
Josiah Bounderby→Mr. James Harthouse,0.1161616161616161,0.0793650793650793,0.0333333333333333,0.0555555555555555,-0.0873015873015872,0.0858585858585858,0.0444444444444444,0.1269841269841269,0.0726495726495726
Josiah Bounderby→Mrs. Sparsit,0.0888594164456233,0.0496215306980656,0.0104679802955665,0.0411877394636015,0.0526561043802422,0.0689655172413793,-0.0026525198938991,-0.0397607318789584,0.0250783699059561
Josiah Bounderby→Stephen Blackpool,0.0,-0.0992063492063492,-0.0595238095238095,-0.1547619047619048,0.0477777777777778,-0.2420634920634921,-0.0641025641025641,0.0,0.0555555555555555
Josiah Bounderby→Thomas Gradgrind,-0.0401785714285714,-0.0476190476190476,-0.044973544973545,-0.1563146997929607,-0.0158730158730158,-0.0980392156862745,0.0128205128205127,-0.0142857142857142,-0.0392156862745097
Louisa Bounderby→Cecilia Jupe,-0.0129870129870129,,-0.0151515151515151,-0.1561771561771562,-0.051693404634581,,-0.0202020202020202,0.0095693779904305,
Louisa Bounderby→Mr. James Harthouse,-0.0034965034965034,,0.0542986425339365,,0.0,0.0230769230769231,0.048582995951417,0.0244755244755244,
Louisa Bounderby→Rachel Gradgrind,,,0.0,,,,0.0,,
Louisa Bounderby→Thomas Gradgrind,-0.1215094339622641,-0.0883813306852036,-0.0601976639712488,-0.0361635220125786,-0.0371069182389937,0.0349056603773584,0.0031446540880503,-0.0287984111221449,0.0125786163522012
Louisa Bounderby→Young Thomas,-0.0192307692307692,0.0240384615384615,0.0205128205128205,0.0466200466200465,-0.0073260073260074,0.1153846153846153,-0.0085470085470086,-0.0539345711759504,0.0564102564102564
Mr. E. W. B. Childers→Thomas Gradgrind,,,0.0,-0.0727272727272727,-0.0272727272727273,,0.0,-0.0454545454545454,
Mr. James Harthouse→Cecilia Jupe,,0.0384615384615384,0.0209790209790209,,,,-0.0192307692307692,0.0,
Mr. James Harthouse→Josiah Bounderby,0.0529411764705881,,,,,,,,
Mr. James Harthouse→Louisa Bounderby,0.0416666666666666,0.0514705882352941,0.1228070175438597,0.0083333333333333,0.1153846153846154,-0.1089743589743589,0.0059523809523809,0.0378787878787878,0.1041666666666666
Mr. James Harthouse→Mrs. Sparsit,-0.0333333333333333,-0.0555555555555555,0.0277777777777777,0.0555555555555555,,,-0.0277777777777777,,
Mr. James Harthouse→Young Thomas,0.1036036036036036,0.0790020790020789,0.0623700623700623,0.0245700245700245,-0.0057915057915057,,0.0207207207207207,0.0245700245700245,0.0945945945945945
Mr. Sleary→Thomas Gradgrind,,-0.0238095238095238,-0.0142857142857143,-0.0595238095238095,-0.0119047619047618,,-0.0054945054945054,-0.0274725274725274,
Mrs. Gradgrind→Louisa Bounderby,0.0,,,0.0,,,0.0,0.0,
Mrs. Sparsit→Bitzer,-0.0925925925925925,0.0774410774410775,-0.0311890838206627,,-0.094017094017094,,0.0462962962962962,-0.0978835978835978,
Mrs. Sparsit→Josiah Bounderby,0.116256157635468,0.0459770114942528,-0.0179910044977511,0.1337931034482758,-0.0721982758620689,-0.04047976011994,0.0028735632183907,-0.0012615643397813,0.0762250453720507
Mrs. Sparsit→Mr. James Harthouse,,,0.0256410256410256,,,,0.0396825396825397,-0.0454545454545454,
Rachel Gradgrind→Cecilia Jupe,-0.0974025974025974,0.1142857142857143,-0.0238095238095237,0.057142857142857,,,-0.0238095238095237,-0.0779220779220779,-0.0285714285714285
Rachel Gradgrind→Stephen Blackpool,0.0193548387096773,-0.1589861751152073,0.053763440860215,-0.0201612903225806,0.2161290322580644,-0.0347394540942928,-0.0053763440860215,-0.010752688172043,0.0023041474654377
Stephen Blackpool→Josiah Bounderby,0.0606060606060605,-0.0252525252525251,0.0151515151515151,0.0175438596491228,0.1090909090909091,0.1565656565656566,0.0202020202020202,0.0812121212121211,0.0909090909090909
Stephen Blackpool→Rachel Gradgrind,0.0185185185185185,,0.0997150997150997,-0.0185185185185184,0.0037037037037037,,0.0317460317460317,-0.0512820512820512,
Thomas Gradgrind→Cecilia Jupe,0.0,-0.2333333333333333,0.0111111111111111,0.0423076923076922,-0.0058823529411764,,-0.0131578947368421,-0.025,
Thomas Gradgrind→Josiah Bounderby,0.0284857571214393,0.073268921095008,-0.0251716247139588,-0.0086956521739131,-0.0590062111801242,0.1381074168797953,0.0119565217391305,-0.0043478260869564,-0.0012787723785166
