family,mean,ci_lo,ci_hi,n
quantifiers,0.11248636778524251,0.029647772931489364,0.20689208204456636,15
negations,0.06827069361058338,0.025089979257349525,0.11829090976790203,43
articles,0.033350487223765664,0.01053784295760092,0.05795598990871016,61
impersonal_pronouns,0.03027855981860181,0.013423904134546886,0.04837160735143148,67
conjunctions,0.027758399748904206,0.009020273115975523,0.04958890287756508,64
prepositions,0.018750019733126597,0.001968061601238713,0.03650198729922395,71
adverbs,0.016964068870977334,0.0004412468025064107,0.03503509091519891,71
auxiliary_verbs,0.002017887605666662,-0.0014911707244631821,0.007026640277792048,81
personal_pronouns,-0.00015658167685680502,-0.001643720620663146,0.0017196962455384049,80
