family,F,M
quantifiers,0.05230814315443566,0.2027537047314528
negations,0.10095658644992171,0.03707052317303318
articles,0.037028881997302414,0.029790750346149468
impersonal_pronouns,0.024856550650161204,0.03657508659485541
conjunctions,0.015459086224165336,0.04085121737201332
prepositions,0.019268569323186633,0.01821665444049342
adverbs,0.012373791937208063,0.021959370240079185
auxiliary_verbs,0.0027418312894242503,0.001238255946235413
personal_pronouns,0.0012625558679052547,-0.0017251021210675029
