family,mean_conv,median_conv,n
quantifiers,0.11248636778524251,0.031490015360983,15
negations,0.0682706936105834,0.0005659309564232,43
articles,0.03335048722376567,0.0,61
impersonal_pronouns,0.03027855981860181,0.0,67
conjunctions,0.027758399748904202,0.0,64
prepositions,0.018750019733126597,0.0,71
adverbs,0.016964068870977334,0.0,71
auxiliary_verbs,0.0020178876056666617,0.0,81
personal_pronouns,-0.000156581676856805,0.0,80
