a_gender,b_gender,mean_weight,count
F,F,-0.003182961972667839,10
F,M,0.01498467655693055,8
F,,0.0041666666666666,1
M,F,-0.0015433452439266194,11
M,M,0.0,2
M,,-0.0025,2
,F,-0.0125448028673835,1
,M,-0.0157894736842105,2
