family,adj_mean,adj_ci_lo,adj_ci_hi,non_mean,adj_minus_non_mean,adj_minus_non_p_t,adj_minus_non_ci_lo,adj_minus_non_ci_hi,test,rand_mean,adj_minus_rand_mean,adj_minus_rand_p_t,adj_minus_rand_ci_lo,adj_minus_rand_ci_hi
adverbs,0.019729917507411685,-0.007883340765489749,0.050484042756856355,-0.01788600288600285,0.040037552161786394,0.1300376050793072,-0.002362997685081654,0.08519030873804977,paired_t_with_bootstrap_CI,0.021959328790246268,-0.002229411282834583,0.9294691153517787,-0.05054233707241585,0.04570033851760055
articles,-0.005572225602162223,-0.05559705147955705,0.04717084768565652,-0.04531680440771347,0.03769067000280306,0.325951150619975,-0.028706526430803996,0.10648107197316385,paired_t_with_bootstrap_CI,-0.007353709339935952,0.00178148373777373,0.9691808971369338,-0.08044168330682185,0.09400913868864297
auxiliary_verbs,-0.0029940770762205493,-0.01207436510511495,0.0032419875699916394,-0.012781662781662786,0.011666167238784634,0.23553577239853232,-0.005004274619433811,0.03248747256303001,paired_t_with_bootstrap_CI,-0.0030826771505227243,8.860007430217497e-05,0.9766875265694724,-0.005303153820816843,0.006309352091759338
conjunctions,-0.0029007344236971475,-0.038099043703507605,0.03042295937090213,-0.03314393939393939,0.02575453549768737,0.5659714663030011,-0.0513811341640827,0.11060587457349477,paired_t_with_bootstrap_CI,-0.011667198990565387,0.008766464566868243,0.7104997760570673,-0.034755177481670244,0.05552684834143514
impersonal_pronouns,0.019237278914781154,-0.024344162372195482,0.061098253757082055,-0.03594057457693822,0.0767713061698746,0.1416927311826754,-0.018112798447024625,0.16442687673894518,paired_t_with_bootstrap_CI,0.00028731787057919607,0.018949961044201963,0.44084778572394434,-0.0246393953082717,0.06633570257041363
negations,0.027896710208651875,-0.017710846826679186,0.07636338919114533,0.025200416867083533,0.03291141134751552,0.6076989553863859,-0.05569362242324254,0.16312410142690717,paired_t_with_bootstrap_CI,0.034156432870813574,-0.0062597226621617,0.8817063747169911,-0.08964921536796534,0.07169265609052183
personal_pronouns,0.00880142598596019,-0.0019146617575412478,0.024755449767780564,-0.006954156954156954,0.008626313697271366,0.3663258801419057,-0.006857891125415067,0.02578865880975205,paired_t_with_bootstrap_CI,-0.0028148536878229934,0.011616279673783182,0.22182050626546704,-0.0018075639599555,0.03387673882592752
prepositions,-0.008142246899524896,-0.024637431994902034,0.008355772120650511,-0.007981601731601723,-0.002515647601286176,0.9111461550746442,-0.04598464589436778,0.03540943649766708,paired_t_with_bootstrap_CI,-0.015047552617798277,0.006905305718273384,0.6581028744755566,-0.02201672280846336,0.03547650118194423
quantifiers,-0.012865335351143346,-0.0767346549077593,0.04593515197441438,0.032082732082732074,-0.012988478747610726,0.8032862891919079,-0.11616423122421969,0.06319876095774545,paired_t_with_bootstrap_CI,0.049651345962530416,-0.06251668131367377,0.12265935239196715,-0.13406461680897766,0.010616837910071007
