family,mean_conv,median_conv,n
articles,0.04142749535141943,0.0039215686274509,57
impersonal_pronouns,0.030181667842988442,0.0,62
prepositions,0.013016509866477708,0.0,71
personal_pronouns,0.012790528996059421,0.0,82
auxiliary_verbs,0.008276536184665244,0.0,78
negations,0.007540160042770469,0.0,46
quantifiers,0.004648519405607981,0.0,55
conjunctions,-0.011166930939307049,0.0,60
adverbs,-0.019006716968456554,0.0,70
