a_category,b_category,mean_weight,count
intermediate,intermediate,-0.003555383996896969,17
intermediate,major,0.017627817819168452,15
intermediate,minor,-0.008666067762733,3
intermediate,,-0.03125,1
major,intermediate,0.005584737993092426,12
major,major,0.0168141252203537,2
major,minor,0.0,2
minor,intermediate,-0.0024227234753550664,3
minor,major,0.0,1
,intermediate,0.0759803921568627,1
