a_gender,b_gender,mean_weight,count
F,F,0.0010321785154957263,23
F,M,-0.004810422314857465,15
F,,0.0148305084745762,1
M,F,0.0042188047122357596,17
M,M,0.0,1
,F,0.0280612244897959,1
