family,mean_conv,median_conv,n
negations,0.02779290455188243,0.0,69
quantifiers,0.02761769026425966,0.0,70
articles,0.026987106014034635,0.0,74
impersonal_pronouns,0.022356159738880804,0.0,73
adverbs,0.016680898683978304,0.0,76
prepositions,0.008396501934805919,0.0,81
conjunctions,0.005063092128736936,0.0,75
auxiliary_verbs,0.0010013996568667169,0.0,83
personal_pronouns,0.00011486798794506978,0.0,83
