family,mean_p0,mean_p1,diff,ci_lo_p0,ci_hi_p0,ci_lo_p1,ci_hi_p1,n
negations,0.6448567341148321,0.6726496386667143,0.027792904551882214,0.5993860516001636,0.6910674223753643,0.6156365785643331,0.7248418207609384,69
quantifiers,0.6216008045557714,0.6492184948200309,0.02761769026425953,0.5664029054876996,0.6792302173360261,0.5805689326144744,0.7085286842966851,70
articles,0.7031882808445113,0.730175386858546,0.026987106014034645,0.6450623486698058,0.7577899881666058,0.6714704342152158,0.7875640583485689,74
impersonal_pronouns,0.7412642714702614,0.7636204312091422,0.022356159738880832,0.6946839781335147,0.7859282438202103,0.7150438583120131,0.8103114057597057,73
adverbs,0.8126411622413299,0.8293220609253081,0.016680898683978262,0.7682987544842598,0.853480901686944,0.7862926432114167,0.8684271983875199,76
prepositions,0.870926513905991,0.8793230158407969,0.0083965019348059,0.8303650463074913,0.9090080705634511,0.8362451955509347,0.9146191616653817,81
conjunctions,0.7509009696320909,0.7559640617608278,0.005063092128736901,0.696635123554425,0.8021655912490426,0.6980059001670844,0.8092734962406015,75
auxiliary_verbs,0.9500447300230834,0.9510461296799501,0.0010013996568666306,0.9270825565394152,0.9690813691491095,0.9299213248819649,0.9705685221928,83
personal_pronouns,0.9338091405391471,0.9339240085270921,0.00011486798794502207,0.8941081163868723,0.9639300732962319,0.8964319326243405,0.9658805933563169,83
