family,F,M
negations,0.017139901795356578,0.04011043898911544
articles,0.03348739298441848,0.018455479365405834
quantifiers,0.04679658850941255,0.004842748598140606
impersonal_pronouns,0.03860566404212975,0.004713840781067668
adverbs,0.013329759214384071,0.020606519205502976
prepositions,0.007415294596908975,0.009506815501373516
conjunctions,0.009601381718571956,0.00014661173974899716
auxiliary_verbs,-0.0007978378642844379,0.0031320756687562416
personal_pronouns,-0.00042842033550345905,0.0007278086605536666
